ax,ay,az
-0.07359060546875,-0.1043363134765625,0.9088115234375
-0.1205175,0.013552136230468751,1.0653648486328124
-0.1788721875,-0.028113220214843748,1.211104443359375
-0.31819400390625,0.04247279541015625,1.2069264111328124
-0.315033125,0.10423555908203125,1.0621698828125
-0.2450075,0.0505607763671875,0.9311762841796875
-0.1511537109375,0.12678386962890625,0.9606682763671874
-0.2435486328125,0.03953171142578125,0.9665666748046875
-0.2630001953125,0.1054610107421875,0.94715111328125
-0.23698373046875,-0.030319033203124998,0.872929599609375
-0.21607330078125,-0.05409279541015625,0.8741584326171875
-0.10422681640625,0.06158984130859375,0.8707177001953125
-0.13802390625,-0.0543378857421875,0.8274627783203125
-0.174981875,0.16624341308593749,0.8766160986328125
-0.0932853125,0.02752228515625,0.8171405810546875
-0.0704297265625,0.12384278564453124,0.8397511083984375
-0.21266927734375,0.17384121337890626,0.891116328125
-0.16890326171875,0.10619628173828125,0.9749227392578125
-0.15917748046875,0.16869431640625,1.16539185546875
-0.2775888671875,0.095167216796875,1.319241748046875
-0.374360390625,0.15325362548828125,1.24403716796875
-0.218747890625,0.0603643896484375,1.095594140625
-0.343237890625,0.0843832421875,1.037101689453125
-0.25643529296875,-0.06683749267578125,0.90389619140625
-0.01961251953125,-0.071494208984375,0.7080202099609375
-0.0016198242187499996,-0.0494360791015625,0.6583753564453125
-0.09985021484375001,-0.14918784423828124,0.601603271484375
-0.05559791015625,-0.1023755908203125,0.6455954931640625
-0.04878986328125,-0.112669384765625,0.75643623046875
-0.30652306640625,-0.0474753564453125,0.90193005859375
-0.35344996093750003,0.04394333740234375,0.9616513427734374
-0.271267109375,0.09737302978515625,0.9768888720703125
-0.36341888671875,0.0819323388671875,0.9154472216796875
-0.2989855859375,0.05374695068359375,0.747097099609375
-0.19856689453125,7.216796875000007e-05,0.65419732421875
-0.14264365234375,0.0878145068359375,0.7040879443359375
-0.24525064453125,0.13536203125,0.70335064453125
-0.21315556640625,0.04982550537109375,0.755944697265625
-0.228473671875,0.118695888671875,0.7952673535156249
-0.24476435546875,0.12874459228515625,0.7149016748046875
-0.1161408984375,0.1133039013671875,0.731368037109375
-0.3106565234375,0.09026541015625,0.8082929833984375
-0.2338228515625,0.11501953369140624,0.89013326171875
-0.34396732421875,0.09737302978515625,0.89603166015625
-0.339347578125,0.16060633544921876,0.8377849755859375
-0.3126016796875,0.1005592041015625,0.7746229589843749
-0.2620276171875,0.0731090869140625,0.7153932080078125
-0.20342978515625,0.06747200927734374,0.7316138037109375
-0.33424154296874997,0.03806116943359375,0.7355460693359375
-0.15382830078125,0.1172253466796875,0.7684787939453125
