ax,ay,az
-0.28464005859375,-0.0033590966796874996,0.83213234375
-0.39210994140625,-0.02909358154296875,0.9503460791015625
-0.3573402734375,0.06992291259765625,0.9503460791015625
-0.46602587890625,-0.00262382568359375,0.8891501953125
-0.31819400390625,-0.00801581298828125,1.003677431640625
-0.3344846875,0.08903995849609375,1.0014655322265624
-0.40572603515625,-0.042083369140625,0.967303974609375
-0.28074974609375003,0.0701680029296875,0.961897109375
-0.33861814453125,0.021640117187500002,0.85867513671875
-0.3359435546875,-0.0011532836914062497,1.0201437939453124
-0.38141158203125003,0.06551128662109375,0.975168505859375
-0.43782111328125,-0.02223105224609375,0.8933282275390625
-0.27807515625,-0.0259074072265625,0.8633447021484375
-0.3563676953125,0.016738310546875,0.7625803955078125
-0.32159802734375,-0.04870080810546875,0.9007012255859375
-0.33521412109375,0.0270321044921875,0.858183603515625
-0.38700390625000003,-0.0567887890625,0.9444476806640625
-0.2955815625,0.02360083984375,0.8992266259765624
-0.4623787109375,0.00570924560546875,0.839996875
-0.29509527343749997,-0.013652890625,1.0184234277343749
-0.33667298828125003,0.01600303955078125,0.9206083203125
-0.356853984375,0.00570924560546875,1.0071181640625
-0.29387955078125,0.042227705078125,0.895540126953125
-0.3952708203125,-0.0016434643554687498,0.9179048876953125
-0.33667298828125003,-0.02909358154296875,0.9704989404296875
-0.36196001953125,0.05864875732421875,0.92650671875
-0.4225030078125,0.01208159423828125,0.8102591162109375
-0.27515742187500003,-0.030319033203124998,0.8972604931640625
-0.3145468359375,-0.00997653564453125,0.9660751416015625
-0.35126166015625,-0.0411030078125,0.9763973388671875
-0.40062,0.024581201171875,1.0343982568359376
-0.3106565234375,-0.0016434643554687498,0.9537868115234375
-0.3339983984375,-0.0170841552734375,0.9085657568359375
-0.3670660546875,-0.0317895751953125,0.984016103515625
-0.35369310546875,0.04737460205078125,0.981066904296875
-0.3544225390625,0.059874208984374996,0.93928658203125
-0.31381740234375,-0.022476142578125,0.946659580078125
-0.27977716796875,0.05497240234375,0.928964384765625
-0.34688505859375,0.03757098876953125,1.0267794921875
-0.3748466796875,-0.0337502978515625,0.993355234375
-0.37946642578125,0.0054641552734375,0.9638632421875
-0.33667298828125003,0.02482629150390625,0.98647376953125
-0.36974064453125,0.0020328906249999995,0.97271083984375
-0.41618125,0.0466393310546875,0.9660751416015625
-0.2989855859375,0.015022678222656249,0.9677955078125
-0.38432931640625,-0.0151234326171875,0.86457353515625
-0.360744296875,-0.05360261474609375,0.91077765625
-0.3252451953125,0.00325834228515625,0.9196252539062499
-0.33570041015625,-0.0347306591796875,0.8889044287109376
-0.36876806640625,-0.07443529296875,0.9127437890625
-0.30166017578125,-0.042328459472656246,0.9616513427734374
-0.42371873046874997,-0.00850599365234375,0.8633447021484375
-0.2814791796875,-0.02027032958984375,0.8554801708984375
-0.361716875,-0.0259074072265625,0.851302138671875
-0.3952708203125,0.024581201171875,0.9965502001953125
-0.3427516015625,0.0280124658203125,1.0230929931640624
-0.36730919921875,0.05031568603515625,1.0589749169921876
-0.361716875,0.06011929931640625,1.02972869140625
-0.35806970703125,0.0289928271484375,0.9675497412109375
-0.29582470703125,0.02531647216796875,0.8520394384765625
-0.34056330078125,-0.01095689697265625,0.749063232421875
-0.32159802734375,-0.03129939453125,0.67385865234375
-0.366579765625,-0.050661530761718754,0.59914560546875
-0.34445361328125,-0.151883837890625,0.7328426367187499
-0.36755234375,0.063795654296875,1.07888201171875
-0.41204779296875,0.040266982421875,1.174239453125
-0.36730919921875,0.14516564453125,1.1346710302734375
-0.32475890625,0.126538779296875,1.0604495166015624
-0.2099946875,0.0162481298828125,0.900455458984375
-0.22482650390625,-0.0553182470703125,0.654688857421875
-0.3592854296875,-0.060710234375,0.8097675830078125
-0.3578265625,-0.0778665576171875,0.946659580078125
-0.40134943359374997,0.0221302978515625,1.11427240234375
-0.3203823046875,0.1093824560546875,1.195375380859375
-0.28123603515625,0.08168724853515624,1.2221639404296876
-0.31138595703125,0.136342392578125,0.9002096923828125
-0.41545181640625,0.0530116796875,0.7812586572265625
-0.37922328125,-0.0960032421875,0.6755790185546875
-0.3213548828125,-0.05997496337890625,0.8530225048828125
-0.4098594921875,-0.0553182470703125,0.980083837890625
-0.3077387890625,0.016738310546875,1.1054248046875
-0.31333111328125,0.089285048828125,1.0663479150390625
-0.31235853515625,0.146146005859375,0.9341254833984375
-0.2450075,0.0760501708984375,0.8997181591796874
-0.3456693359375,-0.026397587890625,0.7829790234375
-0.3826273046875,-0.089140712890625,0.9341254833984375
-0.3485870703125,-0.00948635498046875,1.0707717138671875
-0.35369310546875,-0.03129939453125,1.055779951171875
-0.35977171875,0.0780108935546875,1.0250591259765625
-0.43247193359375,0.01992448486328125,0.9717277734375
-0.40280830078125,-0.0004180126953125,0.83508154296875
-0.26129818359375,0.05031568603515625,0.701876044921875
-0.37752126953125,-0.1190417333984375,0.7117067089843749
-0.32257060546875,-0.05090662109375,0.9297016845703125
-0.4332013671875,-0.015368522949218751,1.10444173828125
-0.28755779296875,-0.04281864013671875,1.0643817822265624
-0.26616107421875,0.1510478125,0.9498545458984375
-0.33181009765625,0.14908708984375,0.9080742236328125
-0.3680386328125,-0.02713285888671875,0.7630719287109375
-0.39989056640625,-0.06095532470703125,0.9127437890625
-0.33618669921875,-0.0121823486328125,1.114763935546875
-0.39162365234375,-0.03693647216796875,1.0071181640625
-0.17522501953125,0.00570924560546875,1.0157199951171876
-0.4001337109375,-0.0170841552734375,0.942727314453125
-0.4745359375,0.0682072802734375,0.8191067138671875
-0.39940427734375,-0.055808427734375,0.8380307421875
-0.463837578125,-0.112669384765625,0.760860029296875
-0.39648654296875,-0.048455717773437504,0.756927763671875
-0.30749564453125,-0.08889562255859375,0.8608870361328125
-0.325731484375,0.05129604736328125,0.884726396484375
-0.356853984375,0.0270321044921875,0.8200897802734375
-0.28804408203125,0.0995788427734375,0.65223119140625
